word.freq,pair.number,freq.category,type,item,n.phonemes,n.morae,n.syllables,cv.shape,wordshape,has.diphthong,has.longv,contained.words,n.neighbors,mean.neighbor.logfreq,neighbors,score.longv,score.shortv,tert_value,tert_count,tert_sd,poss.neighbors,norm.neighbors
0,67,unattested,nonword,haNiri,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,1,0.693,hakiri,-0.773571429,-0.721714286,high,high,medium,154,0.006
0,177,unattested,nonword,kouri,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"kou, uri",5,1.513,"kori, koiri, kauri, mouri, koure",-0.820833333,-0.7215,high,high,medium,136,0.037
133,85,mid,nonword,hini,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.939,"hani, tini, hiri, honi, hipi, kini, hina, hiki, wini, hinu, hihi, nini, hine, hiwi",-0.7852,-0.7206,high,high,medium,106,0.132
18,400,mid,nonword,rawera,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"rawe, wera",3,0.597,"rEwera, mawera, rawea",-0.746714286,-0.720428571,high,high,medium,154,0.019
0,494,unattested,nonword,tukuhi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tuku, kuhi",1,0,tuhuhi,-0.761428571,-0.720142857,high,high,medium,154,0.006
3438,54,high,nonword,feri,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,1.891,"feuri, firi, reri, heri, fere, weri, feori, fera, fero, Neri, feti, feoi, ferU, keri",-0.7488,-0.72,high,high,medium,106,0.132
0,372,unattested,nonword,pote,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,1.407,"poue, pota, pone, tote, hote, mote, poto, Note, poti, pore, poke, pohe",-0.7986,-0.72,high,high,medium,106,0.113
0,394,unattested,nonword,raNare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"raNa, Nare",2,0.347,"NaNare, paNare",-0.749571429,-0.72,high,high,medium,154,0.013
0,224,unattested,nonword,matehu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,mate,2,0,"manehu, matohu",-0.783142857,-0.718857143,high,high,medium,154,0.013
1,71,low,nonword,hapera,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"hape, pera",0,0,,-0.766,-0.718285714,high,high,medium,154,0
0,493,unattested,nonword,tukira,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tuki,5,0.757,"tukura, pukira, tukiNa, tukirae, tukia",-0.763857143,-0.717,high,high,medium,154,0.032
488,36,high,nonword,faku,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.686,"aku, Naku, waku, kaku, taku, fau, naku, haku, faru, faka, fatu, raku, paku, feku",-0.749,-0.7164,high,high,medium,106,0.132
4,69,low,nonword,hanu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,17,1.926,"hani, kanu, manu, hahu, hana, hane, tanu, hunu, haku, ranu, hamu, anu, nanu, hau, hinu, honu, haru",-0.7478,-0.7158,high,high,medium,106,0.16
1,375,low,nonword,puara,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"pua, ara",10,1.395,"peara, puaNa, puaka, puare, puata, uara, para, puaroa, pura, pouara",-0.784,-0.715666667,high,high,medium,136,0.074
21,371,mid,nonword,poru,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,2.397,"horu, toru, koru, poau, paru, oru, pou, pore, pora, puru, pUru, Noru, poro, peru, porou, pUoru, pori, roru",-0.772,-0.7154,high,high,medium,106,0.17
0,180,unattested,nonword,kuhiki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kuhi, hiki",1,0,kuiki,-0.749571429,-0.715285714,high,high,medium,154,0.006
6,490,low,nonword,tuhu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,17,3.097,"tumu, tohu, tuhui, tuku, tuha, kuhu, tupu, tutu, tAuhu, tahu, huhu, tuhi, uhu, turu, tunu, tuohu, muhu",-0.7708,-0.715,high,high,medium,106,0.16
24,40,mid,nonword,fani,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,8,3.08,"hani, fai, fati, kani, pani, fano, fana, wani",-0.7708,-0.7148,high,high,medium,106,0.075
0,129,unattested,nonword,kanahu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kana,3,0.231,"kanapu, nanahu, kanaku",-0.745428571,-0.714714286,high,high,medium,154,0.019
1,488,low,nonword,tuhe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,10,2.738,"ture, tute, tohe, tuhi, tuha, tuke, tehe, tupe, tahe, tihe",-0.773,-0.7128,high,high,medium,106,0.094
0,320,unattested,nonword,pahe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,15,1.782,"pahU, paoe, pake, pape, tahe, pae, pihe, pahI, pehe, nahe, pane, pahi, pare, pahu, pohe",-0.7828,-0.7124,high,high,medium,106,0.142
489,404,high,nonword,rete,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.518,"ete, mete, rere, rehe, rite, reta, reti, kete, reme, reke, repe, wete, tete, rate",-0.7284,-0.711,high,high,medium,106,0.132
10,39,mid,nonword,fanawa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"fana, nawa",5,1.859,"fanaNa, kanawa, faiawa, fanaia, manawa",-0.732714286,-0.710428571,high,high,medium,154,0.032
336,348,high,nonword,pihana,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"piha, hana",5,1.271,"piana, peihana, paihana, pUhana, pihaNa",-0.748285714,-0.710142857,high,high,medium,154,0.032
344,338,high,nonword,patau,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"pata, tau",11,2.244,"pata, potau, paetau, katau, pUtau, patu, parau, matau, patou, tatau, pItau",-0.751833333,-0.709833333,high,high,medium,136,0.081
0,345,unattested,nonword,petiri,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"peti, tiri",0,0,,-0.746428571,-0.709428571,high,high,medium,154,0
631,166,high,nonword,koho,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,20,2.392,"koto, keho, koko, kaho, kaoho, moho, koeo, oho, komo, kono, kAho, koha, poho, kohi, kohI, kohu, koio, koro, noho, kohe",-0.745,-0.7086,high,high,medium,106,0.189
3,209,low,nonword,manuku,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"manu, nuku",6,0.981,"panuku, tanuku, makuku, manunu, mauku, matuku",-0.734571429,-0.708142857,high,high,medium,154,0.039
3,140,low,nonword,karene,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kare,4,1.651,"kareni, kapene, karere, karepe",-0.744714286,-0.707857143,high,high,medium,154,0.026
26,212,mid,nonword,maraNe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,mara,4,2.855,"marake, maraNa, marae, marare",-0.748857143,-0.707714286,high,high,medium,154,0.026
5,93,low,nonword,hoke,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,20,2.515,"toke, hoe, hote, roke, hoko, hake, noke, hoake, hore, oke, poke, hoka, hone, huke, heke, moke, hohe, hope, koke, hoki",-0.7424,-0.7068,high,high,medium,106,0.189
0,473,unattested,nonword,tohere,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tohe, here",3,0.649,"tAhere, toiere, iohere",-0.719285714,-0.705285714,high,high,medium,154,0.019
33,188,mid,nonword,kure,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,15,3.653,"ture, rure, pure, kurI, kune, kere, koure, kuru, ure, kume, kura, kore, kAre, kare, hure",-0.73,-0.7052,high,high,medium,106,0.142
38,256,mid,nonword,moreke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"more, reke",2,0,"koreke, toreke",-0.736428571,-0.703428571,high,high,medium,154,0.013
1,457,low,nonword,tawe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,3.605,"nawe, tawa, rawe, tare, tewe, wawe, tame, tane, tae, take, kawe, tahe, awe",-0.8112,-0.7032,high,high,medium,106,0.123
0,452,unattested,nonword,tarohe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"taro, rohe",4,0,"parohe, tarore, karohe, takohe",-0.741428571,-0.702571429,high,high,medium,154,0.026
12,198,mid,nonword,makake,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maka, kake",5,1.311,"marake, pakake, mahake, makawe, makaka",-0.721571429,-0.701142857,high,high,medium,154,0.032
0,358,unattested,nonword,pohuku,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,2,0,"pohuka, kohuku",-0.784857143,-0.700714286,high,high,medium,154,0.013
0,226,unattested,nonword,matuke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"matu, tuke",2,1.242,"matike, matuku",-0.756714286,-0.700571429,high,high,medium,154,0.013
0,74,unattested,nonword,hareke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"hare, reke",3,0.88,"hOreke, harere, hakeke",-0.741428571,-0.698857143,high,high,medium,154,0.019
0,183,unattested,nonword,kumata,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,mata,4,0,"kAmata, kuata, kOmata, kumama",-0.754285714,-0.697857143,high,high,medium,154,0.026
1,451,low,nonword,tariwa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tari,5,2.548,"tarawa, tariwai, tariNa, taraiwa, taria",-0.744285714,-0.697,high,high,medium,154,0.032
0,215,unattested,nonword,marei,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"mare, rei",7,0.527,"karei, mareti, mUrei, marea, mare, uarei, manei",-0.728166667,-0.696333333,high,high,medium,136,0.051
0,326,unattested,nonword,pakoru,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,koru,4,1.128,"pakora, pakohu, pakaru, pakore",-0.756571429,-0.695857143,high,high,medium,154,0.026
1,72,low,nonword,harahu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"hara, rahu",3,0,"harau, rarahu, haranu",-0.737571429,-0.695571429,high,high,medium,154,0.019
0,253,unattested,nonword,mokare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"moka, kare",0,0,,-0.741857143,-0.694714286,high,high,medium,154,0
0,445,unattested,nonword,tapire,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tapi, pire",2,2.047,"tapere, tapore",-0.755,-0.694,high,high,medium,154,0.013
172,218,high,nonword,mariNa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,riNa,8,2.414,"mariuNa, maraNa, hariNa, pariNa, muriNa, mariNi, tariNa, mahiNa",-0.731857143,-0.693857143,high,high,medium,154,0.052
108,175,mid,nonword,kotu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,1.55,"motu, koto, koau, koutu, koti, koru, rotu, kutu, kotI, konu, kotA, hotu, kou, ketu, kotE, kotau, kota, kohu",-0.74,-0.6936,high,high,medium,106,0.17
0,147,unattested,nonword,kaweki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kawe, weki",2,0,"Naweki, kaweka",-0.722714286,-0.692857143,high,high,medium,154,0.013
0,160,unattested,nonword,kohaku,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"koha, haku",1,0,kohuku,-0.759857143,-0.692285714,high,high,medium,154,0.006
0,123,unattested,nonword,kaharu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kaha, haru",3,0.231,"kakaru, kaiaru, kuharu",-0.727857143,-0.691857143,high,high,medium,154,0.019
0,243,unattested,nonword,minaki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mina, naki",2,0,"inaki, minaka",-0.702142857,-0.691571429,high,high,high,154,0.013
0,170,unattested,nonword,koperu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kope, peru",2,0,"toperu, kopenu",-0.785142857,-0.691,high,high,high,154,0.013
4,500,low,nonword,tureke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"ture, reke",6,0.744,"tueke, tAreke, tumeke, toreke, taureke, tufeke",-0.740857143,-0.690857143,high,high,high,154,0.039
0,43,unattested,nonword,farana,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"fara, rana",1,0,farara,-0.715142857,-0.690714286,high,high,high,154,0.006
2,148,low,nonword,kawero,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kawe, wero",3,0.597,"kaiwero, pawero, kawereo",-0.718,-0.690428571,high,high,high,154,0.019
205,423,high,nonword,tafaro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,faro,4,0.275,"tafero, fafaro, tafiro, tauaro",-0.772857143,-0.689714286,high,high,high,154,0.026
0,206,unattested,nonword,maNare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maNa, Nare",6,0.347,"mamare, maNarU, NaNare, paNare, maNaru, marare",-0.747857143,-0.688571429,high,high,high,154,0.039
0,381,unattested,nonword,pukiri,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kiri,3,0,"pakiri, pukira, pAkiri",-0.724857143,-0.688428571,high,high,high,154,0.019
0,519,unattested,nonword,waraka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"wara, raka",7,1.685,"waraki, araka, raraka, karaka, paraka, taraka, waraNa",-0.716142857,-0.687714286,high,high,high,154,0.045
4,429,low,nonword,takuhi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"taku, kuhi",4,1.865,"takuahi, tapuhi, takahi, takuhe",-0.734571429,-0.686571429,high,high,high,154,0.026
357,392,high,nonword,rakaro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"raka, karo",1,0,makaro,-0.720571429,-0.686,high,high,high,154,0.006
0,76,unattested,nonword,haweri,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,weri,1,0,Naweri,-0.760857143,-0.685571429,high,high,high,154,0.006
1,327,low,nonword,pakure,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,paku,4,1.259,"pahure, pakere, parure, pakore",-0.734142857,-0.685285714,high,high,high,154,0.026
1,426,low,nonword,tahene,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tahe,1,0.693,tuhene,-0.729571429,-0.685285714,high,high,high,154,0.006
223,380,high,nonword,puki,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,3.005,"puaki, pukA, ruki, tuki, puke, puni, puka, piki, puri, paki, pAki, kuki, huki, uki, pIki, poki, puhi, puku",-0.7362,-0.685,high,high,high,106,0.17
0,221,unattested,nonword,marori,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maro, rori",6,0.299,"karori, parori, maroro, marore, tarori, marohi",-0.728857143,-0.683857143,high,high,high,154,0.039
4,219,low,nonword,maroki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maro, roki",3,1.758,"maroke, moroki, marohi",-0.721285714,-0.682857143,high,high,high,154,0.019
103,34,mid,nonword,fake,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,15,2.746,"wake, pake, fae, kake, nake, rake, ake, hake, faka, feke, take, fEke, fafe, Nake, fare",-0.7116,-0.6826,high,high,high,106,0.142
0,453,unattested,nonword,taruri,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"taru, ruri",3,1.628,"tarori, tauri, tahuri",-0.718571429,-0.682428571,high,high,high,154,0.019
9,369,mid,nonword,porei,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"pore, rei",8,1.034,"purei, pUrei, pArei, perei, aporei, porai, pori, pore",-0.734166667,-0.682166667,high,high,high,136,0.059
3,168,low,nonword,komiki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"komi, miki",1,5.533,komiti,-0.741714286,-0.682142857,high,high,high,154,0.006
0,254,unattested,nonword,monana,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,nana,3,2.23,"konana, moana, manana",-0.715142857,-0.681428571,high,high,high,154,0.019
0,337,unattested,nonword,pataha,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"pata, taha",5,0.717,"pataNa, patahua, paraha, paetaha, tataha",-0.732142857,-0.681,high,high,high,154,0.032
0,456,unattested,nonword,taure,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"tau, ure",9,1.863,"ture, tEure, tauru, Naure, tare, taura, tauri, taurea, taute",-0.727333333,-0.680666667,high,high,high,136,0.066
0,145,unattested,nonword,karuru,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"karu, ruru",7,0.824,"karure, koruru, kOruru, haruru, Naruru, maruru, karurua",-0.706857143,-0.680571429,high,high,high,154,0.045
0,498,unattested,nonword,turaka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tura, raka",7,1.446,"turapa, auraka, tuaka, tEraka, turaki, taraka, puraka",-0.735285714,-0.680142857,high,high,high,154,0.045
0,335,unattested,nonword,parora,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,rora,6,0.75,"paora, parori, paroro, parore, pakora, parera",-0.733,-0.678857143,high,high,high,154,0.039
2,130,low,nonword,kanake,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kana, nake",7,1.472,"kaneke, kanae, anake, kanaku, hanake, panake, fanake",-0.706571429,-0.678142857,high,high,high,154,0.045
0,357,unattested,nonword,poheke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"pohe, heke",2,0.805,"paheke, pUheke",-0.746857143,-0.678,high,high,high,154,0.013
0,167,unattested,nonword,kohoki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,hoki,3,0.231,"kokoki, kohuki, hohoki",-0.725857143,-0.677714286,high,high,high,154,0.019
200,45,high,nonword,fari,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,3.889,"ari, firi, fai, fati, Nari, fara, rari, faro, faru, hari, pari, fare, tari, kari",-0.7066,-0.6768,high,high,high,106,0.132
0,77,unattested,nonword,hawete,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,wete,3,0,"hawene, hatete, mawete",-0.770142857,-0.676714286,high,high,high,154,0.019
4,455,low,nonword,tauna,5,3,2,CVVCV,cv2cv,TRUE,FALSE,tau,13,3.34,"tana, taua, tauNa, taona, taura, tuna, tauia, taruna, taina, taunu, tauta, tahuna, rauna",-0.718,-0.673,high,high,high,136,0.096
2,143,low,nonword,karora,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"karo, rora",7,0.559,"karori, karona, karore, karoa, kaiora, karera, karoro",-0.722857143,-0.672142857,high,high,high,154,0.045
0,37,unattested,nonword,fanana,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"fana, nana",5,0.717,"fanaNa, panana, manana, anana, fanaia",-0.702,-0.671714286,high,high,high,154,0.032
7,141,mid,nonword,karina,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kari,2,0.693,"karona, karia",-0.707714286,-0.671285714,high,high,high,154,0.013
0,430,unattested,nonword,tamona,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,2,0.693,"tapona, taona",-0.724285714,-0.670428571,high,high,high,154,0.013
0,161,unattested,nonword,kohawa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"koha, hawa",2,0.347,"kohara, kotawa",-0.767571429,-0.667285714,high,high,high,154,0.013
0,339,unattested,nonword,patoro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,toro,7,0.666,"paoro, paNoro, pUtoro, patero, paroro, patooro, paeoro",-0.694428571,-0.667285714,high,high,high,154,0.045
1193,385,high,nonword,punaki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"puna, naki",4,0.347,"puiaki, pAnaki, puaki, pInaki",-0.725428571,-0.667142857,high,high,high,154,0.026
0,444,unattested,nonword,tapera,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,pera,6,1.48,"taera, tapepa, tapeha, tafera, tauera, tapere",-0.712714286,-0.667142857,high,high,high,154,0.039
6,217,low,nonword,mariki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,riki,6,1.937,"ariki, mariNi, mariko, makiki, marihi, maiki",-0.698428571,-0.664285714,high,high,high,154,0.039
0,467,unattested,nonword,tiraka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tira, raka",7,1.691,"tiaka, hiraka, tEraka, tiraki, tirawa, taraka, miraka",-0.734,-0.663857143,high,high,high,154,0.045
0,216,unattested,nonword,marete,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,mare,4,0.677,"mareti, marere, mawete, mirete",-0.700142857,-0.663571429,high,high,high,154,0.026
0,448,unattested,nonword,tarihi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tari, rihi",6,0.593,"tarioi, tauihi, karihi, marihi, rarihi, arihi",-0.707571429,-0.663142857,high,high,high,154,0.039
0,370,unattested,nonword,porohi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"poro, rohi",0,0,,-0.687571429,-0.662428571,high,high,high,154,0
4,125,low,nonword,kahuru,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kahu, huru",5,2.015,"kahuku, kahurua, Nahuru, mahuru, kOhuru",-0.681857143,-0.661142857,high,high,high,154,0.032
0,173,unattested,nonword,kotira,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"koti, tira",3,0.88,"katira, kotia, kotiNa",-0.730285714,-0.660571429,high,high,high,154,0.019
0,322,unattested,nonword,pahiki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"pahi, hiki",4,0.52,"pahika, pahiwi, pahiko, pahaki",-0.709428571,-0.658714286,high,high,high,154,0.026
0,424,unattested,nonword,tafita,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tafi, fita",3,3.466,"tafito, tafia, tafiti",-0.739285714,-0.658,high,high,high,154,0.019
1,427,low,nonword,takete,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"take, kete",4,1.563,"tiakete, takeke, takere, taokete",-0.696857143,-0.657714286,high,high,high,154,0.026
38,442,mid,nonword,tapati,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tapa, pati",2,1.832,"tapahi, tapatu",-0.707571429,-0.657,high,high,high,154,0.013
35,163,mid,nonword,kohini,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kohi,2,1.32,"kohinu, kIhini",-0.713142857,-0.656285714,high,high,high,154,0.013
0,196,unattested,nonword,mahare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maha, hare",6,1.558,"mamare, mahake, mahara, mahere, mahore, marare",-0.694571429,-0.652,high,high,high,154,0.039
76,324,mid,nonword,pahuru,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"pahu, huru",5,2.87,"pahuhu, paNuru, Nahuru, pahure, mahuru",-0.696428571,-0.651285714,high,high,high,154,0.032
24,449,mid,nonword,tariki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tari, riki",8,1.107,"ariki, taraiki, tOriki, tapiki, tarikai, tiriki, tarioi, taiki",-0.697571429,-0.651,high,high,high,154,0.052
0,199,unattested,nonword,makaru,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maka, karu",9,1.382,"mawaru, kakaru, makaro, mamaru, mafaru, maNaru, makau, pakaru, makuru",-0.682857143,-0.649,high,high,high,154,0.058
0,425,unattested,nonword,tahari,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"taha, hari",6,2.391,"tatari, tawari, tahaki, hahari, tahuri, taiari",-0.696142857,-0.648714286,high,high,high,154,0.039
0,56,unattested,nonword,fetere,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tere,2,0.805,"feteke, tetere",-0.674428571,-0.648,high,high,high,154,0.013
0,165,unattested,nonword,kohira,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kohi, hira",6,1.521,"kohika, kohara, kohiNa, kohia, kohera, kohura",-0.725142857,-0.646714286,high,high,high,154,0.039
0,359,unattested,nonword,pokari,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"poka, kari",4,2.881,"pIkari, pUkari, poari, pakari",-0.683,-0.646285714,high,high,high,154,0.026
0,200,unattested,nonword,makore,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mako, kore",7,0.732,"makora, makorA, makere, makorea, pakore, marore, mahore",-0.696857143,-0.642571429,high,high,high,154,0.045
1,203,low,nonword,manake,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mana, nake",8,1.531,"marake, mahake, anake, panake, hanake, manako, manaka, fanake",-0.667857143,-0.642,high,high,high,154,0.052
0,73,unattested,nonword,haraka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"hara, raka",9,1.749,"harakoa, araka, raraka, karaka, haraki, paraka, taraka, hahaka, hiraka",-0.677571429,-0.639571429,high,high,high,154,0.058
0,137,unattested,nonword,karahi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kara, rahi",9,0.786,"karaehi, karihi, karohi, korahi, karahU, karani, kauahi, rarahi, karahui",-0.669714286,-0.638714286,high,high,high,154,0.058
357,213,high,nonword,maraNi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mara, raNi",6,2.057,"mariNi, maraNa, maiaNi, maraNai, mataNi, faraNi",-0.662857143,-0.634714286,high,high,high,154,0.039
0,171,unattested,nonword,korei,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"kore, rei",5,3.82,"karei, kori, konei, kore, kUrei",-0.703166667,-0.632833333,high,high,high,136,0.037
0,441,unattested,nonword,tapare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tapa, pare",10,0.792,"tapape, taupare, taware, uapare, tIpare, tUpare, tarare, papare, tapere, tapore",-0.687714286,-0.632285714,high,high,high,154,0.065
0,333,unattested,nonword,parana,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"para, rana",8,1.29,"paraia, paraha, parata, parUna, paraka, parani, paraNa, panana",-0.662,-0.631285714,high,high,high,154,0.052
31,138,mid,nonword,karana,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kara, rana",7,3.18,"karona, karauna, karapa, karaka, karani, karawa, karaNa",-0.652857143,-0.625142857,high,high,high,154,0.045
1,162,low,nonword,kohiki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kohi, hiki",3,0.231,"kohika, kohuki, kohiko",-0.668714286,-0.622857143,high,high,high,154,0.019
209,139,high,nonword,karara,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kara, rara",10,2.222,"farara, marara, karaka, kakara, korara, karapa, karera, kararua, karawa, karaNa",-0.638571429,-0.618,high,high,high,154,0.065
176,32,high,nonword,fakara,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"faka, kara",13,1.731,"fakarea, fakarae, farara, pakara, fakaea, fakarua, fakaroa, fakaira, kakara, fakaora, fakarau, fakaura, fakaara",-0.639714286,-0.614,high,high,high,154,0.084
0,204,unattested,nonword,manaki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mana, naki",5,2.203,"manaaki, mahaki, manako, manaka, mafaki",-0.636571429,-0.612428571,high,high,high,154,0.032
3,2,low,word,ato,3,2,2,VCV,vcv,FALSE,FALSE,NA,18,3.225,"aNo, atu, apo, ao, ako, kato, aro, ate, ata, rato, uto, ati, atA, aho, ito, mato, atoa, amo",-0.944,-0.895,NA,NA,NA,87,0.207
0,3,unattested,word,atiti,5,3,3,VCVCV,vcvcv,FALSE,FALSE,"ati, titi",3,1.261,"atiati, titi, matiti",-0.8575,-0.805833333,NA,NA,NA,135,0.022
4,4,low,word,aihe,4,3,2,VVCV,v2cv,TRUE,FALSE,"ai, ihe",4,1.445,"ihe, pihe, tihe, maihe",-1.0754,-1.0576,NA,NA,NA,126,0.032
0,5,unattested,word,aufi,4,3,2,VVCV,v2cv,TRUE,FALSE,"au, ufi",4,1.793,"auhi, faufi, ufi, afi",-1.0306,-1.0178,NA,NA,NA,126,0.032
