word.freq,pair.number,freq.category,type,item,n.phonemes,n.morae,n.syllables,cv.shape,wordshape,has.diphthong,has.longv,contained.words,n.neighbors,mean.neighbor.logfreq,neighbors,score.longv,score.shortv,tert_value,tert_count,tert_sd,poss.neighbors,norm.neighbors
0,133,unattested,word,kounu,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"kou, unu",2,0.347,"koutu, konu",-0.823333333,-0.754833333,NA,NA,NA,136,0.015
0,134,unattested,word,ramene,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,mene,1,1.386,rUmene,-0.785142857,-0.762285714,NA,NA,NA,154,0.006
9,135,mid,word,tapepe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,pepe,4,1.298,"tapepa, tapeke, tapape, tapere",-0.795571429,-0.759714286,NA,NA,NA,154,0.026
0,136,unattested,word,kokiro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"koki, kiro",1,0.693,kokoro,-0.773714286,-0.727714286,NA,NA,NA,154,0.006
0,137,unattested,word,parari,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"para, rari",10,1.681,"pararA, paraki, pakari, parori, pararE, parauri, parani, purari, parairi, parai",-0.660857143,-0.634857143,NA,NA,NA,154,0.065
31,138,mid,word,marara,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mara, rara",11,1.593,"maraha, marare, marama, maraNa, mirara, maraua, mararI, amarara, matara, farara, mahara",-0.653571429,-0.634,NA,NA,NA,154,0.071
209,139,high,word,karaka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kara, raka",12,2.07,"kauraka, araka, karapa, karaNa, paraka, karawa, karakia, raraka, kaiaka, kauaka, kawaka, taraka",-0.630142857,-0.599285714,NA,NA,NA,154,0.078
3,140,low,word,parehe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"pare, rehe",8,0,"panehe, pUrehe, pareho, paraehe, Narehe, parohe, parahe, parAhe",-0.743714286,-0.701,NA,NA,NA,154,0.052
7,141,mid,word,kahika,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kahi, hika",4,0.866,"kauika, pahika, kaihika, kohika",-0.706285714,-0.673428571,NA,NA,NA,154,0.026
0,142,unattested,word,kanono,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kano, nono",2,0.549,"kanone, manono",-0.823714286,-0.771571429,NA,NA,NA,154,0.013
2,143,low,word,parori,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,rori,9,0.276,"paroro, karori, pIrori, perori, pUrori, tarori, pOrori, parari, parore",-0.722714286,-0.674,NA,NA,NA,154,0.058
0,144,unattested,word,kotau,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"kota, tau",6,0.536,"katau, konau, kota, koeau, koau, potau",-0.767166667,-0.707166667,NA,NA,NA,136,0.044
0,145,unattested,word,kahuku,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kahu,2,0.549,"kohuku, kahuki",-0.713142857,-0.688142857,NA,NA,NA,154,0.013
2,146,low,word,takeo,5,3,3,CVCVV,cvcvv,FALSE,FALSE,"take, keo",5,2.639,"taNeo, takao, take, tako, takea",-0.886833333,-0.849,NA,NA,NA,136,0.037
0,147,unattested,word,kaweka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kawe, weka",3,2.488,"kawaka, kawea, kaweNa",-0.725285714,-0.695714286,NA,NA,NA,154,0.019
2,148,low,word,tapoko,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,poko,2,0.347,"tEpoko, tipoko",-0.718285714,-0.702714286,NA,NA,NA,154,0.013
0,149,unattested,word,tahiwi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tahi, hiwi",5,2.175,"tuahiwi, pahiwi, tauiwi, tahiti, kahiwi",-0.787428571,-0.739571429,NA,NA,NA,154,0.032
6660,150,high,word,reira,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"rei, ira",6,0.809,"weira, rera, peira, reia, reina, reiri",-0.814666667,-0.793833333,NA,NA,NA,136,0.044
0,151,unattested,word,heNi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,8,3.046,"heNo, heNa, heoi, heNia, hemi, hoNi, hei, heri",-0.9002,-0.8844,NA,NA,NA,106,0.075
0,152,unattested,word,terehu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tere, rehu",5,0.555,"tUrehu, terehi, rerehu, terepu, tArehu",-0.765285714,-0.761285714,NA,NA,NA,154,0.032
0,153,unattested,word,haNutu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,Nutu,1,0,haNuru,-0.877428571,-0.839142857,NA,NA,NA,154,0.006
0,154,unattested,word,Nutoro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,toro,1,0,NAtoro,-0.844571429,-0.814571429,NA,NA,NA,154,0.006
12,155,mid,word,nehe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,10,2.228,"pehe, neha, neke, wehe, kehe, nahe, nehu, tehe, Nehe, rehe",-0.8976,-0.8598,NA,NA,NA,106,0.094
0,156,unattested,word,pape,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,2.13,"rape, nape, pane, paoe, papae, papa, papI, papA, pae, pare, pake, pepe, hape, kape, papi, papu",-0.7932,-0.772,NA,NA,NA,106,0.151
2,157,low,word,pioi,4,3,2,CVVV,cvv2,TRUE,FALSE,"pio, oi",12,2.06,"poi, pifi, pipi, fioi, peoi, pio, piti, pihi, piki, paoi, piri, oioi",-0.9464,-0.8398,NA,NA,NA,127,0.094
12,158,mid,word,faene,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"fae, ene",2,0.347,"faine, maene",-0.909666667,-0.8295,NA,NA,NA,136,0.015
0,159,unattested,word,koeo,4,3,2,CVVV,cv2v,TRUE,FALSE,"koe, eo",14,1.662,"kono, koteo, koto, koea, koe, kAeo, keo, koko, koio, komo, kueo, koro, koeko, koero",-1.096,-1.0248,NA,NA,NA,127,0.11
0,160,unattested,word,kohuke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kohu, huke",3,0,"kohuku, kohuki, kohuka",-0.763,-0.692857143,NA,NA,NA,154,0.019
0,161,unattested,word,kotawa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kota, tawa",0,0,,-0.772714286,-0.673285714,NA,NA,NA,154,0
1,162,low,word,kohika,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kohi, hika",6,1.636,"kahika, koheka, kohiko, kohia, kohuka, kohiNa",-0.680428571,-0.631,NA,NA,NA,154,0.039
35,163,mid,word,kotiti,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"koti, titi",2,2.767,"kopiti, komiti",-0.708142857,-0.655857143,NA,NA,NA,154,0.013
0,164,unattested,word,koniu,5,3,3,CVCVV,cvcvv,FALSE,FALSE,"koni, niu",6,0.268,"konau, koni, konu, kofiu, poniu, roniu",-0.839333333,-0.803666667,NA,NA,NA,136,0.044
0,165,unattested,word,mahira,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mahi, hira",6,2.768,"mahora, mahura, mahiNa, mahia, matira, mahara",-0.724714286,-0.656857143,NA,NA,NA,154,0.039
631,166,high,word,tuku,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,17,4.122,"kuku, taku, ruku, tumu, tAku, nuku, puku, tunu, tuki, tuke, tOku, tukua, uku, turu, muku, tutu, tupu",-0.7446,-0.7048,NA,NA,NA,106,0.16
0,167,unattested,word,kohuki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kohu, huki",5,0.22,"kohuku, kohukia, kohuke, kohuka, kahuki",-0.726714286,-0.663714286,NA,NA,NA,154,0.032
3,168,low,word,korihi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kori, rihi",6,0.507,"korahi, karihi, konihi, korOhi, koihi, kirihi",-0.74,-0.667571429,NA,NA,NA,154,0.039
1,169,low,word,miNi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,8,2.552,"mimi, mihi, riNi, mANi, miti, miNo, miki, miri",-0.8216,-0.7834,NA,NA,NA,106,0.075
0,170,unattested,word,kopenu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kope, penu",1,0,kopenua,-0.782285714,-0.704571429,NA,NA,NA,154,0.006
0,171,unattested,word,karei,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"kare, rei",7,1.213,"uarei, karea, kareu, kare, kareni, kUrei, kari",-0.7085,-0.676166667,NA,NA,NA,136,0.051
0,172,unattested,word,makoa,5,3,3,CVCVV,cvcvv,FALSE,FALSE,"mako, koa",9,1.062,"makora, mekoa, makoha, maoa, mako, pakoa, mokoa, maka, makaa",-0.865833333,-0.778333333,NA,NA,NA,136,0.066
0,173,unattested,word,kohuka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kohu, huka",10,0.139,"kohukia, kUhuka, kohuki, kohuNa, kohuku, koheka, kohura, kohuke, pohuka, kohika",-0.735285714,-0.663857143,NA,NA,NA,154,0.065
3,174,low,word,katea,5,3,3,CVCVV,cvcvv,FALSE,FALSE,tea,14,2.636,"karea, kaea, kapea, katoa, kawea, kamea, kautea, kata, kitea, kakea, akatea, katia, kOtea, matea",-0.840333333,-0.7995,NA,NA,NA,136,0.103
108,175,mid,word,puku,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,3.297,"puke, pauku, kuku, paku, ruku, uku, puru, muku, puka, nuku, tuku, pukA, putu",-0.7424,-0.6944,NA,NA,NA,106,0.123
1,176,low,word,makenu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,make,0,0,,-0.808,-0.787142857,NA,NA,NA,154,0
0,177,unattested,word,koure,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"kou, ure",4,2.265,"koute, koare, koere, kore",-0.826,-0.717,NA,NA,NA,136,0.029
33,178,mid,word,kuaka,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"kua, aka",11,0.612,"kuka, auaka, kuata, kuika, puaka, kIaka, kaka, kuawa, kOaka, kauaka, tuaka",-0.836333333,-0.789166667,NA,NA,NA,136,0.081
17,179,mid,word,kehu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,1.631,"rehu, kuhu, kahu, kehi, ehu, koehu, keho, keha, kihu, pehu, kohu, kAhu, kehe, nehu, ketu, keu",-0.8074,-0.7954,NA,NA,NA,106,0.151
0,180,unattested,word,kuriri,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,riri,2,1.32,"kOriri, kariri",-0.748285714,-0.733714286,NA,NA,NA,154,0.013
0,181,unattested,word,rure,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.072,"rere, ruke, rupe, ruru, rOre, rurea, ure, rore, ruri, hure, ture, rire, pure, rare",-0.7868,-0.7718,NA,NA,NA,106,0.132
193,182,high,word,kuhu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,17,2.011,"kupu, kuhI, kuku, muhu, kahu, uhu, kumu, kihu, huhu, kuha, kohu, kAhu, kuru, kuhua, kutu, kuhi, kehu",-0.805,-0.7816,NA,NA,NA,106,0.16
0,183,unattested,word,tupata,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tupa, pata",4,0,"tuata, tupana, tOpata, taupata",-0.743428571,-0.675428571,NA,NA,NA,154,0.026
0,184,unattested,word,kurehe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,rehe,4,0.621,"kIrehe, kaurehe, kurehu, korehe",-0.785428571,-0.758285714,NA,NA,NA,154,0.026
4,185,low,word,komo,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,1.88,"kono, koto, koko, tomo, koio, kemo, momo, koeo, koma, koro, kamo, komi, kimo",-0.7986,-0.7434,NA,NA,NA,106,0.123
0,186,unattested,word,kumeme,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kume,2,0.896,"komeme, kumete",-0.881428571,-0.822571429,NA,NA,NA,154,0.013
0,187,unattested,word,humu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,13,1.107,"huhu, oumu, hutu, umu, hamu, tumu, mumu, hume, huru, himu, humi, hunu, kumu",-0.8392,-0.7938,NA,NA,NA,106,0.123
33,188,mid,word,kuru,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,20,3.258,"kupu, kuku, karu, kuhu, huru, kAuru, puru, kumu, kurua, koru, auru, ruru, kOuru, kura, muru, uru, turu, kurI, kutu, Nuru",-0.7244,-0.7072,NA,NA,NA,106,0.189
0,189,unattested,word,pohewa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"pohe, hewa",1,0,pAhewa,-0.782,-0.718714286,NA,NA,NA,154,0.006
18,190,mid,word,fano,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,6,2.963,"kano, mano, faro, fao, faNo, fana",-0.8428,-0.7992,NA,NA,NA,106,0.057
475,191,high,word,Naro,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,15,2.803,"Naru, waro, Nako, Naio, Nara, raro, Nari, aro, Nao, maro, Nero, Nare, faro, karo, taro",-0.8142,-0.7684,NA,NA,NA,106,0.142
2,192,low,word,kuruki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kuru, ruki",4,0.576,"puruki, kOruki, kauruki, turuki",-0.751714286,-0.733285714,NA,NA,NA,154,0.026
5,193,low,word,maiki,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"mai, iki",5,2.175,"makiki, maihi, miki, taiki, maki",-0.7695,-0.719333333,NA,NA,NA,136,0.037
0,195,unattested,word,tawao,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"tawa, wao",8,1.276,"tawa, tarao, tatao, takao, wawao, tawai, taiao, tawau",-0.8865,-0.811,NA,NA,NA,136,0.059
0,196,unattested,word,marare,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mara, rare",11,1.161,"marara, mamare, marere, marake, harare, tarare, mararI, marae, marore, marure, murare",-0.687571429,-0.662428571,NA,NA,NA,154,0.071
0,197,unattested,word,haNoro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,5,0,"haNore, paNoro, taNoro, haNaoro, hauoro",-0.795,-0.755714286,NA,NA,NA,154,0.032
12,198,mid,word,pakake,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"paka, kake",5,1.489,"pakeke, panake, pIkake, pakakU, pakaka",-0.725428571,-0.689,NA,NA,NA,154,0.032
0,199,unattested,word,makaro,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maka, karo",1,0,makao,-0.683285714,-0.648428571,NA,NA,NA,154,0.006
0,200,unattested,word,mahore,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maho, hore",6,1.216,"mUhore, mahora, mahere, pahore, hahore, marore",-0.697,-0.648857143,NA,NA,NA,154,0.039
3,201,low,word,rehu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,9,2.107,"pehu, ehu, nehu, rehe, rehua, remu, rahu, reu, kehu",-0.7692,-0.7566,NA,NA,NA,106,0.085
5,202,low,word,hawai,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"hawa, wai",6,0.116,"tawai, hiawai, hawa, hauwai, hIwai, huawai",-0.809333333,-0.7335,NA,NA,NA,136,0.044
1,203,low,word,marake,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mara, rake",4,2.793,"maroke, marare, marae, mahake",-0.676,-0.644714286,NA,NA,NA,154,0.026
0,204,unattested,word,manaka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mana, naka",8,1.411,"manaia, manawa, manako, makaka, minaka, manana, manaha, maiaka",-0.637857143,-0.612857143,NA,NA,NA,154,0.052
8,205,mid,word,takao,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"taka, kao",12,1.113,"taka, takaa, tarao, tatao, takapo, takeo, takai, taiao, tako, kakao, tawao, makao",-0.807666667,-0.783833333,NA,NA,NA,136,0.088
0,206,unattested,word,taNere,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,Nere,4,1.325,"takere, haNere, tatere, tapere",-0.747571429,-0.698571429,NA,NA,NA,154,0.026
0,208,unattested,word,monoa,5,3,3,CVCVV,cvcvv,FALSE,FALSE,noa,9,0.551,"honoa, mohoa, tonoa, monoao, ponoa, monowa, motoa, mokoa, minoa",-0.8195,-0.802833333,NA,NA,NA,136,0.066
3,209,low,word,makuru,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,kuru,6,0.611,"makuku, makura, mauru, Nakuru, maruru, mahuru",-0.726571429,-0.698857143,NA,NA,NA,154,0.039
0,210,unattested,word,maNeNe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NeNe,1,0,haNeNe,-0.886142857,-0.826857143,NA,NA,NA,154,0.006
0,211,unattested,word,koere,5,3,2,CVVCV,cv2cv,TRUE,FALSE,koe,8,1.633,"koure, koare, kore, koeke, koera, kere, koero, koeae",-0.792833333,-0.748666667,NA,NA,NA,136,0.059
26,212,mid,word,makawe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maka, kawe",0,0,,-0.748285714,-0.707714286,NA,NA,NA,154,0
357,213,high,word,mahara,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maha, hara",8,1.276,"marara, mahora, pahara, maihara, mahana, mahira, mahura, matara",-0.653857143,-0.617714286,NA,NA,NA,154,0.052
0,214,unattested,word,tarao,5,3,2,CVCVV,cvcv2,TRUE,FALSE,tara,8,2.706,"tarau, tara, tatao, takao, tarai, taiao, tawao, taro",-0.862833333,-0.778333333,NA,NA,NA,136,0.059
0,215,unattested,word,manei,5,3,2,CVCVV,cvcv2,TRUE,FALSE,"mane, nei",2,3.434,"anei, manea",-0.730833333,-0.7015,NA,NA,NA,136,0.015
0,216,unattested,word,torete,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,tore,2,0,"porete, toreke",-0.707714286,-0.673142857,NA,NA,NA,154,0.013
6,217,low,word,karihi,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kari, rihi",9,0.947,"kariri, arihi, rarihi, marihi, karioi, kirihi, korihi, karohi, karipi",-0.692857143,-0.659714286,NA,NA,NA,154,0.058
172,218,high,word,tariNa,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"tari, riNa",4,1.18,"tiriNa, pariNa, hariNa, taria",-0.731,-0.680714286,NA,NA,NA,154,0.026
4,219,low,word,moroki,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,roki,1,0,moruki,-0.726571429,-0.705,NA,NA,NA,154,0.006
0,220,unattested,word,matoha,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mato, toha",5,0.904,"makoha, mateoha, maioha, matohe, matohu",-0.765714286,-0.701142857,NA,NA,NA,154,0.032
0,221,unattested,word,tarori,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"taro, rori",6,0.53,"tIrori, karori, tOrori, turori, tarore, parori",-0.726857143,-0.670714286,NA,NA,NA,154,0.039
0,222,unattested,word,koranu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kora, ranu",1,0,konanu,-0.796571429,-0.718,NA,NA,NA,154,0.006
0,223,unattested,word,matihe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mati, tihe",5,0.497,"matihei, matohe, matike, matire, maihe",-0.806142857,-0.731428571,NA,NA,NA,154,0.032
0,224,unattested,word,matohu,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mato, tohu",3,0.963,"matou, matohe, matoha",-0.780714286,-0.709571429,NA,NA,NA,154,0.019
0,225,unattested,word,patui,5,3,3,CVCVV,cvcvv,FALSE,FALSE,"patu, tui",3,3.81,"pati, patu, patua",-0.785833333,-0.765833333,NA,NA,NA,136,0.022
0,226,unattested,word,matohe,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mato, tohe",5,0,"matihe, mautohe, matoha, matohu, mOtohe",-0.760571429,-0.706428571,NA,NA,NA,154,0.032
4,227,low,word,mauku,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"mau, uku",8,0.755,"pauku, maupu, mouku, mauru, muku, makuku, maunu, matuku",-0.796666667,-0.764833333,NA,NA,NA,136,0.059
527,228,high,word,mauNa,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"mau, uNa",11,1.585,"maNa, mOuNa, muNa, maoNa, mouNa, maufa, hauNa, tauNa, pauNa, kauNa, NauNa",-0.795166667,-0.789833333,NA,NA,NA,136,0.081
187,229,high,word,kiwa,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,3.079,"kia, kita, iwa, kawa, piwa, kina, Okiwa, kewa, hiwa, kiwi, kipa",-0.8192,-0.7922,NA,NA,NA,106,0.104
0,230,unattested,word,mawera,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,wera,1,0,mafera,-0.772571429,-0.741142857,NA,NA,NA,154,0.006
0,231,unattested,word,maheni,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,2,0.347,"muheni, maheno",-0.787142857,-0.754142857,NA,NA,NA,154,0.013
179,232,high,word,wehe,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,1.496,"pehe, wete, wehea, kehe, Owehe, wehi, tehe, Nehe, weha, rehe, nehe, wene",-0.886,-0.8688,NA,NA,NA,106,0.113
131,233,mid,word,wehi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,6,2.484,"kehi, weri, weki, wAhi, weha, wehe",-0.8538,-0.8318,NA,NA,NA,106,0.057
0,234,unattested,word,mekari,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"meka, kari",1,0,mAkari,-0.747714286,-0.733142857,NA,NA,NA,154,0.006
6,235,low,word,meka,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,19,2.793,"omeka, weka, eka, meko, mea, mAka, heka, moka, mema, mekea, keka, reka, mekoa, peka, teka, muka, Omeka, maka, meke",-0.805,-0.799,NA,NA,NA,106,0.179
1516,236,high,word,muri,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.903,"mAri, mura, turi, mui, uri, mOri, muru, ruri, huri, mauri, mouri, puri, Amuri, miri",-0.7786,-0.7788,NA,NA,NA,106,0.132
1,237,low,word,muna,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,3.806,"mura, muNa, tuna, huna, muka, mua, puna, runa, mAna, mana, mina, mOna, muha, muia",-0.8644,-0.8512,NA,NA,NA,106,0.132
11,238,mid,word,Neru,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,9,0.956,"Naru, Nere, Nero, weru, Nuru, Neri, heru, peru, Noru",-0.87,-0.8482,NA,NA,NA,106,0.085
1,239,low,word,miru,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,6,3.317,"miUru, maru, mira, miro, muru, miri",-0.8856,-0.8624,NA,NA,NA,106,0.057
0,240,unattested,word,moruru,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,ruru,3,0.536,"koruru, mAruru, maruru",-0.795,-0.775571429,NA,NA,NA,154,0.019
0,241,unattested,word,meto,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,8,0.822,"meko, meho, mete, moto, peto, mato, keto, weto",-0.8512,-0.8514,NA,NA,NA,106,0.075
5,242,low,word,weka,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,16,2.137,"eka, heka, wera, keka, reka, waka, peka, wea, weku, weko, teka, weta, wekua, weki, weha, meka",-0.761,-0.7564,NA,NA,NA,106,0.151
0,243,unattested,word,minaka,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"mina, naka",3,1.545,"miraka, manaka, minaia",-0.703428571,-0.691857143,NA,NA,NA,154,0.019
4,244,low,word,namu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,8,1.642,"tamu, hamu, kamu, nanu, nau, natu, nama, naku",-0.8412,-0.842,NA,NA,NA,106,0.075
132,245,mid,word,kiore,5,3,3,CVVCV,cvvcv,FALSE,FALSE,ore,4,4.692,"fiore, hiore, kore, kAore",-0.8405,-0.8225,NA,NA,NA,136,0.029
0,246,unattested,word,mino,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,11,2.778,"minoa, kino, tino, miko, mano, miNo, mine, amino, mina, miro, rino",-0.8238,-0.8054,NA,NA,NA,106,0.104
3,247,low,word,puaki,5,3,3,CVVCV,cvvcv,FALSE,FALSE,pua,7,1.58,"tuaki, puaka, huaki, uaki, puiaki, ruaki, paki",-0.772166667,-0.706833333,NA,NA,NA,136,0.051
218,248,high,word,hoatu,5,3,3,CVVCV,cvvcv,FALSE,FALSE,"hoa, atu",3,2.848,"foatu, hotu, hoata",-0.799333333,-0.795166667,NA,NA,NA,136,0.022
1,249,low,word,koemi,5,3,2,CVVCV,cv2cv,TRUE,FALSE,"koe, emi",3,0.231,"komi, koeti, toemi",-0.847166667,-0.8105,NA,NA,NA,136,0.022
24,250,mid,word,poho,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,18,2.394,"pohe, moho, poro, poko, pAoho, popo, pohio, pIho, peho, poto, poha, paoho, pAho, pono, pUoho, pohU, noho, oho",-0.8218,-0.7608,NA,NA,NA,106,0.17
0,251,unattested,word,kohoho,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,NA,1,0,kahoho,-0.805142857,-0.777857143,NA,NA,NA,154,0.006
0,252,unattested,word,toie,4,3,2,CVVV,cv2v,TRUE,FALSE,toi,7,2.9,"toi, tore, tote, toke, tohe, tope, toe",-1.1092,-1.0738,NA,NA,NA,127,0.055
0,253,unattested,word,mokori,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"moko, kori",2,0,"mokorA, kokori",-0.743714286,-0.693571429,NA,NA,NA,154,0.013
0,254,unattested,word,konana,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"kona, nana",6,0.299,"kopana, kEnana, konaua, konanu, konaka, kofana",-0.709571429,-0.664857143,NA,NA,NA,154,0.039
40,255,mid,word,tanu,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,17,3.701,"tau, manu, taku, tonu, ranu, tana, tatu, anu, tunu, tamu, taru, tapu, nanu, tahu, kanu, tane, taunu",-0.8208,-0.7458,NA,NA,NA,106,0.16
38,256,mid,word,maroke,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"maro, roke",2,0.347,"marore, marake",-0.733714286,-0.699571429,NA,NA,NA,154,0.013
138,257,high,word,raru,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,26,2.505,"Naru, maru, rOru, rarI, rara, karu, rarau, raku, rarua, waru, ranu, rapu, raro, haru, rau, rare, taru, ruru, rari, paru, aru, rarA, faru, rahu, rauru, roru",-0.7932,-0.7744,NA,NA,NA,106,0.245
0,258,unattested,word,muha,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,17,1.898,"mura, uha, maha, muhu, mAha, tuha, puha, muNa, Nuha, kuha, miha, ruha, muhua, muka, mua, muna, muia",-0.8236,-0.8094,NA,NA,NA,106,0.16
3,259,low,word,nohi,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,14,2.077,"Nohi, mohi, rohi, noti, kohi, noni, nEhi, noi, ohi, inohi, nohu, tohi, nAhi, noho",-0.7778,-0.7646,NA,NA,NA,106,0.132
0,260,unattested,word,kuene,5,3,3,CVVCV,cvvcv,FALSE,FALSE,ene,2,0.549,"kune, kene",-0.888333333,-0.904,NA,NA,NA,136,0.015
2,261,low,word,ruke,4,2,2,CVCV,cvcv,FALSE,FALSE,NA,12,1.835,"tuke, nuke, rupe, ruki, ruku, reke, rake, roke, huke, rukea, puke, rure",-0.8392,-0.8128,NA,NA,NA,106,0.113
0,262,unattested,word,muhani,6,3,3,CVCVCV,cvcvcv,FALSE,FALSE,"muha, hani",3,0,"muhari, muheni, muhania",-0.813857143,-0.799428571,NA,NA,NA,154,0.019
